539 Esmeralda Olivier 2571.5 Supervisor: Sarah
540 Russel Chappell 446.3 Supervisor: Sarah
541 Moira Mann 1402.8 Supervisor: Ruth
542 Enoch Eddison 1044.2 Supervisor: Ruth
543 Belinda Cork 449.8 Supervisor: Havana
544 Gabriel Forester 3907.2 Supervisor: Havana
545 Danny Jones 3204.3 Supervisor: Havana
546 Carmella Osman 2934.9 Supervisor: John
547 Phillip Jones 475.2 Supervisor: John
548 Violet Stone 3015.4 Supervisor: John
549 Molly Russel 2681.3 Supervisor: John
550 Eileen Cooper 5621.1 Supervisor: Rita
551 Isla Paterson 2831.5 Supervisor: Rita
552 Laila Price 5173.0 Supervisor: Rita
553 Lynn Briggs 72.2 Supervisor: Rita
554 Nick Baker 2217.6 Supervisor: Rita
555 Mackenzie Parker 3478.9 Supervisor: Adela
556 Melody Mann 828.7 Supervisor: Noah
557 Phillip Kerr 535.9 Supervisor: Noah
558 Thea Cox 3066.7 Supervisor: Noah
559 Jayden Henderson 2865.2 Supervisor: Fred
560 Daria Adams 1142.5 Supervisor: Fred
561 Anthony Maxwell 2715.8 Supervisor: Fred
562 Anthony Tennant 4118.5 Supervisor: Julius
563 John Bright 3138.1 Supervisor: Julius
564 Chester Tailor 266.7 Supervisor: Julius
565 Phoebe Wilcox 2650.5 Supervisor: Jayden
566 Celia Miller 3113.2 Supervisor: Jayden
567 Barney Weatcroft 1341.7 Supervisor: Jayden
568 Eduardo Gilmore 1545.5 Supervisor: Liv
569 Cristal Nielson 1662.6 Supervisor: Liv
570 Manuel Wren 1614.6 Supervisor: Liv
571 Percy Power 2213.0 Supervisor: Liv
572 Britney Dixon 5351.4 Supervisor: Alan
573 Samara Williams 4543.6 Supervisor: Alan
574 Rosa Russel 3711.2 Supervisor: Alan
575 Erick Holmes 314.6 Supervisor: Gloria
576 Makena Cann 1359.0 Supervisor: Gloria
577 Jane Tindall 4942.1 Supervisor: Gloria
578 William Jarrett 919.7 Supervisor: Matthew
579 Ronald Coates 4437.8 Supervisor: Matthew
580 Peyton Robinson 4109.4 Supervisor: Tom
581 Marjorie Alcroft 2193.9 Supervisor: Tom
582 Bristol Knight 2829.0 Supervisor: Tom
583 Alexander King 675.7 Supervisor: Tom
584 Maggie Funnell 4548.2 Supervisor: Emma
585 Kirsten Norman 3735.9 Supervisor: Emma
586 Joy Jefferson 176.1 Supervisor: Percy
587 Denis Larkin 1397.5 Supervisor: Percy
588 Mabel Yoman 681.5 Supervisor: Percy
589 Johnny Walton 3708.0 Supervisor: Percy
590 Josh Dann 1285.5 Supervisor: Leanne
591 Ryan Becker 3233.3 Supervisor: Leanne
592 Anais Gaynor 1361.8 Supervisor: Mina
593 Darlene Johnson 2046.1 Supervisor: Mina
594 Gil Wooldridge 2484.1 Supervisor: Barry
595 Adina Wright 3465.6 Supervisor: Barry
596 Bart Davies 1462.6 Supervisor: Barry
597 Cassidy Griffiths 4293.6 Supervisor: Elijah
598 Audrey Pond 2095.2 Supervisor: Elijah
599 Faith Leigh 3105.0 Supervisor: Elijah
600 Hank Jackson 806.7 Supervisor: Elijah
Total: 2.07595e+06  -  Impuestos:  120601
